report_id,key,value,metric,graph,aggregation
060660117,vehicles-line-sourcecar,Vehicles over Time for Passenger Vehicles,vehicles,line,sourcecar
060660117,hoteld-map-lower,Hotelling (Diesel Aux) Mapped by Area,hoteld,map,lower
060660117,vehicles-map-lower,Vehicles Mapped by Area,vehicles,map,lower
060660117,pop-multiline-regclass,Population by Regulatory Class over Time,pop,multiline,regclass
060660117,vmt-multiline-sourcetype,Vehicle Miles Traveled by Vehicle Type over Time,vmt,multiline,sourcetype
060660117,hoteld-rank,Areas Ranked by Hotelling (Diesel Aux),hoteld,rank,profile
060660117,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
061574953,hoteld-donut-sourcetype,Hotelling (Diesel Aux) by Vehicle Type,hoteld,donut,sourcetype
061574953,ratevmt-donut-sourcetype,Emissions Rate (per mile) by Vehicle Type,ratevmt,donut,sourcetype
061574953,ratepop-line-overall,Emissions Rate (per capita) Overall over Time,ratepop,line,overall
061574953,vehicles-line-sourcebus,Vehicles over Time for Buses,vehicles,line,sourcebus
061574953,idlehours-map-lower,Idling Mapped by Area,idlehours,map,lower
061574953,starts-map-upper,Vehicle Starts in My Region,starts,map,upper
061574953,hoteld-multiline-sourcetype,Hotelling (Diesel Aux) by Vehicle Type over Time,hoteld,multiline,sourcetype
061574953,emissions-multiline-sourcetype,Emissions by Vehicle Type over Time,emissions,multiline,sourcetype
061574953,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
061574953,ratevehicles-rank,Areas Ranked by Emissions Rate (per vehicle),ratevehicles,rank,profile
062006933,ratepop-donut-roadtype,Emissions Rate (per capita) by Road Type,ratepop,donut,roadtype
062006933,hoteld-donut-overall,Hotelling (Diesel Aux) Overall by Area,hoteld,donut,overall
062006933,sourcehours-line-sourcebus,Time Driven over Time for Buses,sourcehours,line,sourcebus
062006933,vehicles-line-sourcebus,Vehicles over Time for Buses,vehicles,line,sourcebus
062006933,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
062006933,idlehours-map-upper,Idling in My Region,idlehours,map,upper
062006933,vmt-multiline-overall,Vehicle Miles Traveled by Area over Time,vmt,multiline,overall
062006933,ratevehicles-multiline-regclass,Emissions Rate (per vehicle) by Regulatory Class over Time,ratevehicles,multiline,regclass
062006933,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
062006933,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
062037840,ratevehicles-donut-sourcetype,Emissions Rate (per vehicle) by Vehicle Type,ratevehicles,donut,sourcetype
062037840,ratevmt-donut-roadtype,Emissions Rate (per mile) by Road Type,ratevmt,donut,roadtype
062037840,hotelo-line-sourcecar,Hotelling (Engines Off) over Time for Passenger Vehicles,hotelo,line,sourcecar
062037840,pop-line-sourcecar,Population over Time for Passenger Vehicles,pop,line,sourcecar
062037840,hoteld-map-upper,Hotelling (Diesel Aux) in My Region,hoteld,map,upper
062037840,emissions-map-lower,Emissions Mapped by Area,emissions,map,lower
062037840,hotelo-multiline-sourcetype,Hotelling (Engines Off) by Vehicle Type over Time,hotelo,multiline,sourcetype
062037840,hotelo-multiline-regclass,Hotelling (Engines Off) by Regulatory Class over Time,hotelo,multiline,regclass
062037840,vehicles-rank,Areas Ranked by Vehicles,vehicles,rank,profile
062037840,pop-rank,Areas Ranked by Population,pop,rank,profile
064202194,ratepop-donut-roadtype,Emissions Rate (per capita) by Road Type,ratepop,donut,roadtype
064202194,vehicles-donut-fueltype,Vehicles by Fuel Type,vehicles,donut,fueltype
064202194,vehicles-line-sourcebus,Vehicles over Time for Buses,vehicles,line,sourcebus
064202194,hotelo-line-overall,Hotelling (Engines Off) Overall over Time,hotelo,line,overall
064202194,starts-map-lower,Vehicle Starts Mapped by Area,starts,map,lower
064202194,ratevehicles-map-upper,Emissions Rate (per vehicle) in My Region,ratevehicles,map,upper
064202194,ratevmt-multiline-roadtype,Emissions Rate (per mile) by Road Type over Time,ratevmt,multiline,roadtype
064202194,vehicles-multiline-sourcetype,Vehicles by Vehicle Type over Time,vehicles,multiline,sourcetype
064202194,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
064202194,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
064421715,pop-donut-overall,Population Overall by Area,pop,donut,overall
064421715,ratevehicles-donut-overall,Emissions Rate (per vehicle) Overall by Area,ratevehicles,donut,overall
064421715,sourcehours-line-sourcecar,Time Driven over Time for Passenger Time Driven,sourcehours,line,sourcecar
064421715,ratepop-line-sourcebus,Emissions Rate (per capita) over Time for Buses,ratepop,line,sourcebus
064421715,ratevehicles-map-lower,Emissions Rate (per vehicle) Mapped by Area,ratevehicles,map,lower
064421715,ratepop-map-lower,Emissions Rate (per capita) Mapped by Area,ratepop,map,lower
064421715,hoteld-multiline-overall,Hotelling (Diesel Aux) by Area over Time,hoteld,multiline,overall
064421715,ratepop-multiline-roadtype,Emissions Rate (per capita) by Road Type over Time,ratepop,multiline,roadtype
064421715,pop-rank,Areas Ranked by Population,pop,rank,profile
064421715,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
064808667,hotelo-donut-fueltype,Hotelling (Engines Off) by Fuel Type,hotelo,donut,fueltype
064808667,sourcehours-donut-sourcetype,Time Driven by Vehicle Type,sourcehours,donut,sourcetype
064808667,ratevehicles-line-sourcecar,Emissions Rate (per vehicle) over Time for Passenger Vehicles,ratevehicles,line,sourcecar
064808667,ratepop-line-overall,Emissions Rate (per capita) Overall over Time,ratepop,line,overall
064808667,pop-map-upper,Population in My Region,pop,map,upper
064808667,vmt-map-upper,Vehicle Miles Traveled in My Region,vmt,map,upper
064808667,starts-multiline-fueltype,Vehicle Starts by Fuel Type over Time,starts,multiline,fueltype
064808667,vmt-multiline-sourcetype,Vehicle Miles Traveled by Vehicle Type over Time,vmt,multiline,sourcetype
064808667,ratevehicles-rank,Areas Ranked by Emissions Rate (per vehicle),ratevehicles,rank,profile
064808667,vehicles-rank,Areas Ranked by Vehicles,vehicles,rank,profile
066174761,idlehours-donut-fueltype,Idling by Fuel Type,idlehours,donut,fueltype
066174761,sourcehours-donut-fueltype,Time Driven by Fuel Type,sourcehours,donut,fueltype
066174761,starts-line-overall,Vehicle Starts Overall over Time,starts,line,overall
066174761,ratevmt-line-sourcecar,Emissions Rate (per mile) over Time for Passenger Vehicles,ratevmt,line,sourcecar
066174761,starts-map-upper,Vehicle Starts in My Region,starts,map,upper
066174761,vehicles-map-lower,Vehicles Mapped by Area,vehicles,map,lower
066174761,vmt-multiline-roadtype,Vehicle Miles Traveled by Road Type over Time,vmt,multiline,roadtype
066174761,starts-multiline-fueltype,Vehicle Starts by Fuel Type over Time,starts,multiline,fueltype
066174761,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
066174761,idlehours-rank,Areas Ranked by Idling,idlehours,rank,profile
067122908,hoteld-donut-roadtype,Hotelling (Diesel Aux) by Road Type,hoteld,donut,roadtype
067122908,vmt-donut-fueltype,Vehicle Miles Traveled by Fuel Type,vmt,donut,fueltype
067122908,sourcehours-line-sourcebus,Time Driven over Time for Buses,sourcehours,line,sourcebus
067122908,ratepop-line-sourcebus,Emissions Rate (per capita) over Time for Buses,ratepop,line,sourcebus
067122908,ratepop-map-upper,Emissions Rate (per capita) in My Region,ratepop,map,upper
067122908,ratepop-map-lower,Emissions Rate (per capita) Mapped by Area,ratepop,map,lower
067122908,pop-multiline-sourcetype,Population by Vehicle Type over Time,pop,multiline,sourcetype
067122908,pop-multiline-fueltype,Population by Fuel Type over Time,pop,multiline,fueltype
067122908,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
067122908,pop-rank,Areas Ranked by Population,pop,rank,profile
068725969,vmt-donut-fueltype,Vehicle Miles Traveled by Fuel Type,vmt,donut,fueltype
068725969,hoteld-donut-fueltype,Hotelling (Diesel Aux) by Fuel Type,hoteld,donut,fueltype
068725969,starts-line-sourcebus,Vehicle Starts over Time for Buses,starts,line,sourcebus
068725969,vmt-line-overall,Vehicle Miles Traveled Overall over Time,vmt,line,overall
068725969,emissions-map-lower,Emissions Mapped by Area,emissions,map,lower
068725969,ratepop-map-lower,Emissions Rate (per capita) Mapped by Area,ratepop,map,lower
068725969,idlehours-multiline-regclass,Idling by Regulatory Class over Time,idlehours,multiline,regclass
068725969,ratevmt-multiline-roadtype,Emissions Rate (per mile) by Road Type over Time,ratevmt,multiline,roadtype
068725969,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
068725969,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
069230375,vehicles-donut-roadtype,Vehicles by Road Type,vehicles,donut,roadtype
069230375,hotelo-donut-roadtype,Hotelling (Engines Off) by Road Type,hotelo,donut,roadtype
069230375,hoteld-line-sourcecar,Hotelling (Diesel Aux) over Time for Passenger Vehicles,hoteld,line,sourcecar
069230375,hoteld-line-sourcebus,Hotelling (Diesel Aux) over Time for Buses,hoteld,line,sourcebus
069230375,ratevehicles-map-lower,Emissions Rate (per vehicle) Mapped by Area,ratevehicles,map,lower
069230375,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
069230375,emissions-multiline-fueltype,Emissions by Fuel Type over Time,emissions,multiline,fueltype
069230375,vehicles-multiline-regclass,Vehicles by Regulatory Class over Time,vehicles,multiline,regclass
069230375,pop-rank,Areas Ranked by Population,pop,rank,profile
069230375,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
069655270,starts-donut-roadtype,Vehicle Starts by Road Type,starts,donut,roadtype
069655270,hotelo-donut-overall,Hotelling (Engines Off) Overall by Area,hotelo,donut,overall
069655270,idlehours-line-overall,Idling Overall over Time,idlehours,line,overall
069655270,hotelo-line-sourcecar,Hotelling (Engines Off) over Time for Passenger Vehicles,hotelo,line,sourcecar
069655270,vmt-map-lower,Vehicle Miles Traveled Mapped by Area,vmt,map,lower
069655270,hotelo-map-upper,Hotelling (Engines Off) in My Region,hotelo,map,upper
069655270,sourcehours-multiline-overall,Time Driven by Area over Time,sourcehours,multiline,overall
069655270,pop-multiline-roadtype,Population by Road Type over Time,pop,multiline,roadtype
069655270,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
069655270,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
069879265,hotelo-donut-sourcetype,Hotelling (Engines Off) by Vehicle Type,hotelo,donut,sourcetype
069879265,ratevmt-donut-overall,Emissions Rate (per mile) Overall by Area,ratevmt,donut,overall
069879265,ratepop-line-overall,Emissions Rate (per capita) Overall over Time,ratepop,line,overall
069879265,starts-line-overall,Vehicle Starts Overall over Time,starts,line,overall
069879265,starts-map-lower,Vehicle Starts Mapped by Area,starts,map,lower
069879265,ratevehicles-map-lower,Emissions Rate (per vehicle) Mapped by Area,ratevehicles,map,lower
069879265,hotelo-multiline-fueltype,Hotelling (Engines Off) by Fuel Type over Time,hotelo,multiline,fueltype
069879265,starts-multiline-roadtype,Vehicle Starts by Road Type over Time,starts,multiline,roadtype
069879265,vmt-rank,Areas Ranked by Vehicle Miles Traveled,vmt,rank,profile
069879265,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
071873835,idlehours-donut-roadtype,Idling by Road Type,idlehours,donut,roadtype
071873835,emissions-donut-roadtype,Emissions by Road Type,emissions,donut,roadtype
071873835,hotelo-line-sourcebus,Hotelling (Engines Off) over Time for Buses,hotelo,line,sourcebus
071873835,ratevehicles-line-sourcecar,Emissions Rate (per vehicle) over Time for Passenger Vehicles,ratevehicles,line,sourcecar
071873835,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
071873835,sourcehours-map-upper,Time Driven in My Region,sourcehours,map,upper
071873835,starts-multiline-regclass,Vehicle Starts by Regulatory Class over Time,starts,multiline,regclass
071873835,starts-multiline-roadtype,Vehicle Starts by Road Type over Time,starts,multiline,roadtype
071873835,vmt-rank,Areas Ranked by Vehicle Miles Traveled,vmt,rank,profile
071873835,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
072016986,vmt-donut-sourcetype,Vehicle Miles Traveled by Vehicle Type,vmt,donut,sourcetype
072016986,vmt-donut-overall,Vehicle Miles Traveled Overall by Area,vmt,donut,overall
072016986,idlehours-line-sourcecar,Idling over Time for Passenger Idling,idlehours,line,sourcecar
072016986,sourcehours-line-overall,Time Driven Overall over Time,sourcehours,line,overall
072016986,hotelo-map-lower,Hotelling (Engines Off) Mapped by Area,hotelo,map,lower
072016986,hoteld-map-lower,Hotelling (Diesel Aux) Mapped by Area,hoteld,map,lower
072016986,idlehours-multiline-sourcetype,Idling by Vehicle Type over Time,idlehours,multiline,sourcetype
072016986,emissions-multiline-regclass,Emissions by Regulatory Class over Time,emissions,multiline,regclass
072016986,vmt-rank,Areas Ranked by Vehicle Miles Traveled,vmt,rank,profile
072016986,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
073454765,hotelo-donut-overall,Hotelling (Engines Off) Overall by Area,hotelo,donut,overall
073454765,sourcehours-donut-fueltype,Time Driven by Fuel Type,sourcehours,donut,fueltype
073454765,idlehours-line-sourcecar,Idling over Time for Passenger Idling,idlehours,line,sourcecar
073454765,emissions-line-sourcecar,Emissions over Time for Passenger Vehicles,emissions,line,sourcecar
073454765,hotelo-map-upper,Hotelling (Engines Off) in My Region,hotelo,map,upper
073454765,pop-map-lower,Population Mapped by Area,pop,map,lower
073454765,idlehours-multiline-roadtype,Idling by Road Type over Time,idlehours,multiline,roadtype
073454765,emissions-multiline-sourcetype,Emissions by Vehicle Type over Time,emissions,multiline,sourcetype
073454765,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
073454765,pop-rank,Areas Ranked by Population,pop,rank,profile
074402316,vmt-donut-fueltype,Vehicle Miles Traveled by Fuel Type,vmt,donut,fueltype
074402316,ratepop-donut-fueltype,Emissions Rate (per capita) by Fuel Type,ratepop,donut,fueltype
074402316,vmt-line-overall,Vehicle Miles Traveled Overall over Time,vmt,line,overall
074402316,ratevehicles-line-overall,Emissions Rate (per vehicle) Overall over Time,ratevehicles,line,overall
074402316,starts-map-lower,Vehicle Starts Mapped by Area,starts,map,lower
074402316,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
074402316,ratepop-multiline-overall,Emissions Rate (per capita) by Area over Time,ratepop,multiline,overall
074402316,emissions-multiline-roadtype,Emissions by Road Type over Time,emissions,multiline,roadtype
074402316,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
074402316,idlehours-rank,Areas Ranked by Idling,idlehours,rank,profile
074439617,pop-donut-roadtype,Population by Road Type,pop,donut,roadtype
074439617,idlehours-donut-sourcetype,Idling by Vehicle Type,idlehours,donut,sourcetype
074439617,ratevehicles-line-sourcebus,Emissions Rate (per vehicle) over Time for Buses,ratevehicles,line,sourcebus
074439617,hoteld-line-sourcecar,Hotelling (Diesel Aux) over Time for Passenger Vehicles,hoteld,line,sourcecar
074439617,ratevmt-map-lower,Emissions Rate (per mile) Mapped by Area,ratevmt,map,lower
074439617,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
074439617,sourcehours-multiline-fueltype,Time Driven by Fuel Type over Time,sourcehours,multiline,fueltype
074439617,emissions-multiline-roadtype,Emissions by Road Type over Time,emissions,multiline,roadtype
074439617,pop-rank,Areas Ranked by Population,pop,rank,profile
074439617,ratevehicles-rank,Areas Ranked by Emissions Rate (per vehicle),ratevehicles,rank,profile
075172891,starts-donut-sourcetype,Vehicle Starts by Vehicle Type,starts,donut,sourcetype
075172891,idlehours-donut-sourcetype,Idling by Vehicle Type,idlehours,donut,sourcetype
075172891,hotelo-line-sourcecar,Hotelling (Engines Off) over Time for Passenger Vehicles,hotelo,line,sourcecar
075172891,sourcehours-line-sourcecar,Time Driven over Time for Passenger Time Driven,sourcehours,line,sourcecar
075172891,vmt-map-upper,Vehicle Miles Traveled in My Region,vmt,map,upper
075172891,hotelo-map-upper,Hotelling (Engines Off) in My Region,hotelo,map,upper
075172891,sourcehours-multiline-roadtype,Time Driven by Road Type over Time,sourcehours,multiline,roadtype
075172891,ratevmt-multiline-roadtype,Emissions Rate (per mile) by Road Type over Time,ratevmt,multiline,roadtype
075172891,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
075172891,hoteld-rank,Areas Ranked by Hotelling (Diesel Aux),hoteld,rank,profile
075624175,ratevehicles-donut-roadtype,Emissions Rate (per vehicle) by Road Type,ratevehicles,donut,roadtype
075624175,sourcehours-donut-overall,Time Driven Overall by Area,sourcehours,donut,overall
075624175,ratevmt-line-sourcebus,Emissions Rate (per mile) over Time for Buses,ratevmt,line,sourcebus
075624175,pop-line-overall,Population Overall over Time,pop,line,overall
075624175,ratevehicles-map-upper,Emissions Rate (per vehicle) in My Region,ratevehicles,map,upper
075624175,hotelo-map-upper,Hotelling (Engines Off) in My Region,hotelo,map,upper
075624175,vehicles-multiline-roadtype,Vehicles by Road Type over Time,vehicles,multiline,roadtype
075624175,idlehours-multiline-regclass,Idling by Regulatory Class over Time,idlehours,multiline,regclass
075624175,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
075624175,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
075806108,hotelo-donut-sourcetype,Hotelling (Engines Off) by Vehicle Type,hotelo,donut,sourcetype
075806108,idlehours-donut-regclass,Idling by Regulatory Class,idlehours,donut,regclass
075806108,vmt-line-sourcecar,Vehicle Miles Traveled over Time for Passenger Vehicles,vmt,line,sourcecar
075806108,vmt-line-overall,Vehicle Miles Traveled Overall over Time,vmt,line,overall
075806108,starts-map-upper,Vehicle Starts in My Region,starts,map,upper
075806108,idlehours-map-lower,Idling Mapped by Area,idlehours,map,lower
075806108,ratevehicles-multiline-regclass,Emissions Rate (per vehicle) by Regulatory Class over Time,ratevehicles,multiline,regclass
075806108,vehicles-multiline-fueltype,Vehicles by Fuel Type over Time,vehicles,multiline,fueltype
075806108,vehicles-rank,Areas Ranked by Vehicles,vehicles,rank,profile
075806108,pop-rank,Areas Ranked by Population,pop,rank,profile
075927406,hoteld-donut-roadtype,Hotelling (Diesel Aux) by Road Type,hoteld,donut,roadtype
075927406,hotelo-donut-fueltype,Hotelling (Engines Off) by Fuel Type,hotelo,donut,fueltype
075927406,starts-line-overall,Vehicle Starts Overall over Time,starts,line,overall
075927406,idlehours-line-overall,Idling Overall over Time,idlehours,line,overall
075927406,ratevmt-map-upper,Emissions Rate (per mile) in My Region,ratevmt,map,upper
075927406,vehicles-map-lower,Vehicles Mapped by Area,vehicles,map,lower
075927406,ratevehicles-multiline-roadtype,Emissions Rate (per vehicle) by Road Type over Time,ratevehicles,multiline,roadtype
075927406,idlehours-multiline-overall,Idling by Area over Time,idlehours,multiline,overall
075927406,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
075927406,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
076990284,ratepop-donut-overall,Emissions Rate (per capita) Overall by Area,ratepop,donut,overall
076990284,pop-donut-fueltype,Population by Fuel Type,pop,donut,fueltype
076990284,sourcehours-line-sourcecar,Time Driven over Time for Passenger Time Driven,sourcehours,line,sourcecar
076990284,ratevehicles-line-sourcebus,Emissions Rate (per vehicle) over Time for Buses,ratevehicles,line,sourcebus
076990284,hoteld-map-upper,Hotelling (Diesel Aux) in My Region,hoteld,map,upper
076990284,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
076990284,hoteld-multiline-roadtype,Hotelling (Diesel Aux) by Road Type over Time,hoteld,multiline,roadtype
076990284,idlehours-multiline-overall,Idling by Area over Time,idlehours,multiline,overall
076990284,hoteld-rank,Areas Ranked by Hotelling (Diesel Aux),hoteld,rank,profile
076990284,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
078446302,pop-donut-sourcetype,Population by Vehicle Type,pop,donut,sourcetype
078446302,starts-donut-regclass,Vehicle Starts by Regulatory Class,starts,donut,regclass
078446302,hoteld-line-sourcecar,Hotelling (Diesel Aux) over Time for Passenger Vehicles,hoteld,line,sourcecar
078446302,pop-line-sourcebus,Population over Time for Buses,pop,line,sourcebus
078446302,emissions-map-lower,Emissions Mapped by Area,emissions,map,lower
078446302,hoteld-map-lower,Hotelling (Diesel Aux) Mapped by Area,hoteld,map,lower
078446302,emissions-multiline-roadtype,Emissions by Road Type over Time,emissions,multiline,roadtype
078446302,emissions-multiline-regclass,Emissions by Regulatory Class over Time,emissions,multiline,regclass
078446302,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
078446302,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
079435189,vmt-donut-roadtype,Vehicle Miles Traveled by Road Type,vmt,donut,roadtype
079435189,idlehours-donut-fueltype,Idling by Fuel Type,idlehours,donut,fueltype
079435189,pop-line-sourcecar,Population over Time for Passenger Vehicles,pop,line,sourcecar
079435189,sourcehours-line-overall,Time Driven Overall over Time,sourcehours,line,overall
079435189,sourcehours-map-upper,Time Driven in My Region,sourcehours,map,upper
079435189,hotelo-map-lower,Hotelling (Engines Off) Mapped by Area,hotelo,map,lower
079435189,hotelo-multiline-overall,Hotelling (Engines Off) by Area over Time,hotelo,multiline,overall
079435189,ratepop-multiline-fueltype,Emissions Rate (per capita) by Fuel Type over Time,ratepop,multiline,fueltype
079435189,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
079435189,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
079985524,idlehours-donut-sourcetype,Idling by Vehicle Type,idlehours,donut,sourcetype
079985524,hotelo-donut-fueltype,Hotelling (Engines Off) by Fuel Type,hotelo,donut,fueltype
079985524,emissions-line-sourcebus,Emissions over Time for Buses,emissions,line,sourcebus
079985524,pop-line-sourcecar,Population over Time for Passenger Vehicles,pop,line,sourcecar
079985524,sourcehours-map-lower,Time Driven Mapped by Area,sourcehours,map,lower
079985524,idlehours-map-lower,Idling Mapped by Area,idlehours,map,lower
079985524,vmt-multiline-regclass,Vehicle Miles Traveled by Regulatory Class over Time,vmt,multiline,regclass
079985524,sourcehours-multiline-overall,Time Driven by Area over Time,sourcehours,multiline,overall
079985524,vehicles-rank,Areas Ranked by Vehicles,vehicles,rank,profile
079985524,idlehours-rank,Areas Ranked by Idling,idlehours,rank,profile
084491860,pop-donut-roadtype,Population by Road Type,pop,donut,roadtype
084491860,hoteld-donut-sourcetype,Hotelling (Diesel Aux) by Vehicle Type,hoteld,donut,sourcetype
084491860,sourcehours-line-sourcecar,Time Driven over Time for Passenger Time Driven,sourcehours,line,sourcecar
084491860,vehicles-line-overall,Vehicles Overall over Time,vehicles,line,overall
084491860,sourcehours-map-lower,Time Driven Mapped by Area,sourcehours,map,lower
084491860,ratepop-map-lower,Emissions Rate (per capita) Mapped by Area,ratepop,map,lower
084491860,hotelo-multiline-sourcetype,Hotelling (Engines Off) by Vehicle Type over Time,hotelo,multiline,sourcetype
084491860,ratepop-multiline-sourcetype,Emissions Rate (per capita) by Vehicle Type over Time,ratepop,multiline,sourcetype
084491860,emissions-rank,Areas Ranked by Emissions,emissions,rank,profile
084491860,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
086881088,starts-donut-regclass,Vehicle Starts by Regulatory Class,starts,donut,regclass
086881088,emissions-donut-regclass,Emissions by Regulatory Class,emissions,donut,regclass
086881088,sourcehours-line-sourcebus,Time Driven over Time for Buses,sourcehours,line,sourcebus
086881088,starts-line-sourcecar,Vehicle Starts over Time for Passenger Vehicle Starts,starts,line,sourcecar
086881088,idlehours-map-lower,Idling Mapped by Area,idlehours,map,lower
086881088,pop-map-lower,Population Mapped by Area,pop,map,lower
086881088,ratevmt-multiline-regclass,Emissions Rate (per mile) by Regulatory Class over Time,ratevmt,multiline,regclass
086881088,sourcehours-multiline-fueltype,Time Driven by Fuel Type over Time,sourcehours,multiline,fueltype
086881088,vmt-rank,Areas Ranked by Vehicle Miles Traveled,vmt,rank,profile
086881088,emissions-rank,Areas Ranked by Emissions,emissions,rank,profile
087668256,hoteld-donut-overall,Hotelling (Diesel Aux) Overall by Area,hoteld,donut,overall
087668256,starts-donut-fueltype,Vehicle Starts by Fuel Type,starts,donut,fueltype
087668256,ratevehicles-line-overall,Emissions Rate (per vehicle) Overall over Time,ratevehicles,line,overall
087668256,hoteld-line-sourcecar,Hotelling (Diesel Aux) over Time for Passenger Vehicles,hoteld,line,sourcecar
087668256,sourcehours-map-upper,Time Driven in My Region,sourcehours,map,upper
087668256,ratevehicles-map-lower,Emissions Rate (per vehicle) Mapped by Area,ratevehicles,map,lower
087668256,emissions-multiline-overall,Emissions by Area over Time,emissions,multiline,overall
087668256,hoteld-multiline-fueltype,Hotelling (Diesel Aux) by Fuel Type over Time,hoteld,multiline,fueltype
087668256,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
087668256,hoteld-rank,Areas Ranked by Hotelling (Diesel Aux),hoteld,rank,profile
089325520,ratevehicles-donut-roadtype,Emissions Rate (per vehicle) by Road Type,ratevehicles,donut,roadtype
089325520,ratevehicles-donut-fueltype,Emissions Rate (per vehicle) by Fuel Type,ratevehicles,donut,fueltype
089325520,vmt-line-sourcecar,Vehicle Miles Traveled over Time for Passenger Vehicles,vmt,line,sourcecar
089325520,vmt-line-sourcebus,Vehicle Miles Traveled over Time for Buses,vmt,line,sourcebus
089325520,vmt-map-upper,Vehicle Miles Traveled in My Region,vmt,map,upper
089325520,pop-map-upper,Population in My Region,pop,map,upper
089325520,pop-multiline-overall,Population by Area over Time,pop,multiline,overall
089325520,hotelo-multiline-regclass,Hotelling (Engines Off) by Regulatory Class over Time,hotelo,multiline,regclass
089325520,hoteld-rank,Areas Ranked by Hotelling (Diesel Aux),hoteld,rank,profile
089325520,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
089713177,hoteld-donut-regclass,Hotelling (Diesel Aux) by Regulatory Class,hoteld,donut,regclass
089713177,ratevmt-donut-regclass,Emissions Rate (per mile) by Regulatory Class,ratevmt,donut,regclass
089713177,emissions-line-overall,Emissions Overall over Time,emissions,line,overall
089713177,starts-line-sourcebus,Vehicle Starts over Time for Buses,starts,line,sourcebus
089713177,vmt-map-upper,Vehicle Miles Traveled in My Region,vmt,map,upper
089713177,ratevehicles-map-upper,Emissions Rate (per vehicle) in My Region,ratevehicles,map,upper
089713177,hoteld-multiline-fueltype,Hotelling (Diesel Aux) by Fuel Type over Time,hoteld,multiline,fueltype
089713177,starts-multiline-overall,Vehicle Starts by Area over Time,starts,multiline,overall
089713177,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
089713177,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
091377691,emissions-donut-fueltype,Emissions by Fuel Type,emissions,donut,fueltype
091377691,idlehours-donut-sourcetype,Idling by Vehicle Type,idlehours,donut,sourcetype
091377691,hotelo-line-overall,Hotelling (Engines Off) Overall over Time,hotelo,line,overall
091377691,hotelo-line-sourcebus,Hotelling (Engines Off) over Time for Buses,hotelo,line,sourcebus
091377691,hoteld-map-upper,Hotelling (Diesel Aux) in My Region,hoteld,map,upper
091377691,hotelo-map-lower,Hotelling (Engines Off) Mapped by Area,hotelo,map,lower
091377691,hotelo-multiline-roadtype,Hotelling (Engines Off) by Road Type over Time,hotelo,multiline,roadtype
091377691,ratevehicles-multiline-sourcetype,Emissions Rate (per vehicle) by Vehicle Type over Time,ratevehicles,multiline,sourcetype
091377691,ratevehicles-rank,Areas Ranked by Emissions Rate (per vehicle),ratevehicles,rank,profile
